Booking Value,Ride Distance,fare_per_km,hour,cluster
330.0,46.68,7.069408740359897,9,1
808.0,44.43,18.18591042088679,2,3
281.0,29.86,9.410582719356999,13,1
236.0,35.92,6.570155902004454,20,1
198.0,16.9,11.715976331360947,19,0
775.0,40.52,19.12635735439289,17,3
1404.0,43.26,32.45492371705964,14,3
58.0,6.87,8.442503639010189,15,0
371.0,6.73,55.126300148588406,18,2
654.0,23.54,27.78249787595582,20,0
684.0,34.92,19.58762886597938,15,3
313.0,12.15,25.761316872427983,14,0
746.0,48.04,15.528726061615322,17,1
130.0,45.45,2.86028602860286,16,1
473.0,18.59,25.443786982248522,18,0
352.0,6.37,55.259026687598116,13,2
294.0,41.06,7.160253287871408,9,1
142.0,5.32,26.69172932330827,22,0
639.0,31.03,20.592974540767,10,1
570.0,38.68,14.736297828335058,13,1
410.0,47.69,8.597190186621933,7,1
725.0,8.05,90.06211180124222,15,2
990.0,40.88,24.21722113502935,6,3
213.0,11.72,18.174061433447097,15,0
153.0,2.93,52.21843003412969,22,2
555.0,14.79,37.52535496957404,12,0
660.0,44.6,14.798206278026905,13,1
280.0,18.03,15.529672767609538,20,0
422.0,45.73,9.228077848239668,15,1
215.0,3.04,70.72368421052632,23,2
325.0,23.82,13.64399664147775,20,0
79.0,18.04,4.3791574279379155,21,0
891.0,38.8,22.963917525773198,16,3
788.0,15.01,52.498334443704195,21,2
256.0,17.72,14.446952595936796,12,0
578.0,11.69,49.44396920444825,12,2
203.0,45.15,4.496124031007752,17,1
545.0,24.31,22.41875771287536,5,0
435.0,41.25,10.545454545454545,11,1
287.0,46.46,6.177356866121395,18,1
569.0,36.28,15.683572216097023,21,1
688.0,42.44,16.211121583411877,12,1
476.0,31.75,14.992125984251969,14,1
291.0,8.48,34.31603773584906,9,0
159.0,31.68,5.018939393939394,10,1
1440.0,36.13,39.856075283697756,11,3
443.0,25.13,17.6283326701154,16,0
125.0,38.59,3.2391811350090696,19,1
96.0,47.03,2.041250265787795,10,1
304.0,3.55,85.63380281690141,13,2
252.0,24.87,10.132689987937274,18,0
496.0,16.5,30.060606060606062,14,0
909.0,21.77,41.75470831419385,21,3
115.0,33.25,3.4586466165413534,14,1
359.0,4.16,86.29807692307692,14,2
774.0,22.63,34.202386212991605,8,3
280.0,27.32,10.248901903367496,7,1
650.0,29.34,22.154055896387185,13,3
315.0,10.64,29.605263157894736,5,0
223.0,25.62,8.704137392661982,15,0
398.0,13.27,29.992464204973626,10,0
653.0,48.92,13.348323793949305,6,1
288.0,30.38,9.479921000658328,15,1
284.0,45.49,6.24313035832051,17,1
243.0,25.97,9.356950327300732,17,0
698.0,46.0,15.173913043478262,17,1
313.0,8.9,35.168539325842694,21,0
303.0,40.19,7.539188852948495,22,1
130.0,38.85,3.346203346203346,23,1
596.0,20.95,28.448687350835325,16,0
122.0,7.23,16.874135546334717,16,0
504.0,12.36,40.77669902912621,21,2
491.0,42.32,11.602079395085067,13,1
159.0,2.68,59.32835820895522,6,2
1336.0,14.94,89.42436412315931,22,2
469.0,7.6,61.71052631578948,6,2
443.0,22.38,19.794459338695265,21,0
637.0,8.91,71.49270482603816,10,2
219.0,42.02,5.211803902903379,17,1
106.0,40.42,2.622464126669965,10,1
115.0,38.5,2.987012987012987,17,1
366.0,13.52,27.071005917159763,8,0
939.0,25.17,37.30631704410012,20,3
372.0,26.61,13.979706877113868,10,0
258.0,8.74,29.51945080091533,17,0
228.0,33.01,6.906997879430476,18,1
324.0,13.91,23.292595255212078,6,0
115.0,9.16,12.554585152838428,7,0
638.0,33.66,18.954248366013072,19,1
718.0,25.72,27.91601866251944,19,3
225.0,25.26,8.907363420427552,20,0
462.0,25.55,18.08219178082192,12,0
53.0,19.16,2.766179540709812,4,0
84.0,19.42,4.325437693099897,7,0
394.0,15.02,26.23169107856192,17,0
129.0,21.57,5.980528511821975,10,0
223.0,40.01,5.573606598350413,17,1
386.0,42.88,9.00186567164179,16,1
815.0,49.67,16.408294745319104,18,3
300.0,15.48,19.37984496124031,16,0
291.0,34.45,8.447024673439767,19,1
82.0,13.88,5.907780979827089,10,0
328.0,33.97,9.65557845157492,16,1
442.0,27.18,16.261957321559972,7,0
300.0,40.9,7.334963325183375,19,1
282.0,4.32,65.27777777777777,12,2
143.0,19.07,7.498689040377556,13,0
1467.0,30.84,47.568093385214006,14,3
257.0,22.55,11.39689578713969,23,0
1015.0,10.87,93.37626494940203,21,2
357.0,40.16,8.889442231075698,15,1
138.0,47.27,2.9193991961074675,17,1
344.0,42.76,8.044901777362021,14,1
76.0,44.57,1.7051828584249495,17,1
95.0,29.03,3.272476748191526,17,1
655.0,15.36,42.64322916666667,6,2
980.0,23.3,42.06008583690987,20,3
140.0,48.66,2.877106452938759,7,1
971.0,16.15,60.123839009287934,12,2
98.0,38.84,2.5231719876416063,16,1
348.0,40.27,8.641668736031784,19,1
830.0,36.86,22.517634291915357,7,3
129.0,5.2,24.807692307692307,10,0
1016.0,19.74,51.46909827760892,11,2
308.0,20.85,14.772182254196641,22,0
632.0,33.61,18.803927402558763,19,1
1063.0,47.22,22.51164760694621,20,3
358.0,42.84,8.356676003734826,17,1
300.0,16.83,17.825311942959004,18,0
495.0,43.29,11.434511434511435,17,1
323.0,8.69,37.16915995397008,20,0
192.0,25.33,7.5799447295696805,20,0
576.0,40.84,14.103819784524974,7,1
902.0,22.43,40.21399910833705,10,3
220.0,8.3,26.50602409638554,17,0
388.0,30.32,12.796833773087071,12,1
468.0,42.65,10.973036342321219,19,1
623.0,40.98,15.202537823328454,16,1
201.0,20.36,9.872298624754421,9,0
683.0,15.12,45.17195767195767,2,2
742.0,43.45,17.0771001150748,9,3
664.0,37.16,17.868675995694296,17,1
591.0,20.71,28.536938676967647,8,0
555.0,29.66,18.71207012811868,23,0
671.0,15.34,43.74185136897001,7,2
185.0,6.63,27.90346907993967,16,0
842.0,40.39,20.84674424362466,19,3
383.0,30.63,12.504080966372838,20,1
407.0,21.0,19.38095238095238,19,0
872.0,47.04,18.537414965986393,18,3
475.0,11.13,42.677448337825695,18,2
437.0,37.59,11.625432295823357,18,1
152.0,29.13,5.217988328184003,15,1
88.0,19.41,4.533745492014425,16,0
515.0,24.73,20.82490901738779,8,0
635.0,46.85,13.553895410885806,9,1
84.0,9.3,9.032258064516128,14,0
82.0,23.79,3.44682639764607,20,0
143.0,13.74,10.407569141193596,19,0
574.0,17.56,32.687927107061505,19,0
1260.0,19.37,65.04904491481672,11,2
299.0,33.81,8.843537414965986,17,1
405.0,14.96,27.072192513368982,20,0
205.0,28.14,7.28500355366027,10,1
254.0,25.65,9.90253411306043,9,0
341.0,45.65,7.46987951807229,10,1
68.0,35.76,1.9015659955257271,9,1
682.0,26.81,25.43826930249907,12,3
1042.0,34.37,30.317137038114637,11,3
951.0,27.91,34.07380867072734,23,3
1371.0,48.0,28.5625,6,3
156.0,42.43,3.6766438840443083,5,1
585.0,48.7,12.012320328542094,14,1
475.0,19.01,24.986849026827983,18,0
126.0,34.81,3.619649525998276,14,1
375.0,45.87,8.175277959450622,11,1
499.0,27.17,18.365844681634155,8,0
73.0,48.66,1.5002055076037815,10,1
505.0,20.62,24.49078564500485,10,0
288.0,48.53,5.934473521533072,8,1
377.0,19.04,19.800420168067227,17,0
638.0,16.8,37.976190476190474,18,2
318.0,3.4,93.52941176470588,17,2
1281.0,46.55,27.518796992481203,21,3
169.0,19.0,8.894736842105264,12,0
768.0,20.9,36.74641148325359,10,3
275.0,25.79,10.663047692904227,13,0
658.0,12.86,51.16640746500778,10,2
108.0,19.34,5.584281282316443,7,0
300.0,15.97,18.78522229179712,21,0
411.0,44.98,9.137394397510006,23,1
141.0,49.7,2.8370221327967804,21,1
772.0,44.4,17.38738738738739,20,3
50.0,32.16,1.554726368159204,21,1
517.0,20.4,25.34313725490196,15,0
56.0,37.23,1.5041633091592803,17,1
516.0,16.38,31.501831501831504,12,0
657.0,41.71,15.75161831695037,1,1
983.0,28.88,34.03739612188366,9,3
565.0,11.54,48.96013864818025,4,2
170.0,29.58,5.74712643678161,7,1
220.0,39.74,5.535983895319577,9,1
72.0,9.25,7.783783783783784,10,0
774.0,16.08,48.13432835820896,10,2
779.0,42.86,18.17545496966869,18,3
730.0,11.43,63.86701662292214,19,2
381.0,41.95,9.082240762812871,17,1
731.0,21.81,33.51673544245759,19,3
417.0,48.72,8.55911330049261,15,1
77.0,15.82,4.867256637168142,18,0
658.0,30.97,21.246367452373264,3,3
248.0,18.13,13.678985107556537,7,0
66.0,27.78,2.3758099352051834,9,1
272.0,30.17,9.015578389128272,6,1
365.0,9.54,38.25995807127883,11,0
500.0,32.09,15.58117793705204,7,1
293.0,37.73,7.765703684071032,19,1
195.0,48.95,3.9836567926455566,7,1
898.0,39.22,22.896481387047427,19,3
313.0,47.98,6.523551479783244,8,1
263.0,47.67,5.517096706524019,13,1
486.0,31.2,15.576923076923077,17,1
572.0,20.94,27.31614135625597,10,0
181.0,14.85,12.188552188552189,22,0
337.0,16.06,20.98381070983811,19,0
612.0,15.36,39.84375,11,2
846.0,16.55,51.11782477341389,5,2
1040.0,42.46,24.493641073951956,19,3
157.0,22.41,7.0058009817045965,8,0
414.0,45.39,9.120951751487112,5,1
313.0,4.67,67.0235546038544,12,2
401.0,37.8,10.60846560846561,15,1
724.0,10.49,69.01811248808389,20,2
70.0,26.34,2.6575550493545936,22,0
1268.0,39.21,32.338689109920935,21,3
991.0,40.87,24.24761438708099,20,3
269.0,24.04,11.189683860232945,19,0
100.0,21.51,4.6490004649000465,17,0
266.0,16.03,16.593886462882097,21,0
369.0,26.81,13.763521074226036,22,0
123.0,25.78,4.771140418929402,21,0
464.0,28.71,16.161616161616163,18,0
82.0,9.99,8.208208208208209,9,0
436.0,21.34,20.431115276476103,17,0
224.0,29.74,7.531943510423672,0,1
325.0,33.02,9.842519685039369,12,1
445.0,29.77,14.94793416190796,0,1
687.0,7.36,93.34239130434783,17,2
292.0,31.22,9.352978859705317,18,1
230.0,17.34,13.264129181084199,13,0
92.0,6.54,14.067278287461773,20,0
211.0,38.6,5.466321243523316,10,1
269.0,36.51,7.367844426184607,17,1
841.0,28.53,29.477742726954084,4,3
463.0,28.84,16.054091539528432,10,1
877.0,45.28,19.368374558303888,16,3
536.0,32.18,16.65630826600373,0,1
187.0,14.07,13.290689410092394,14,0
1165.0,27.15,42.9097605893186,20,3
491.0,32.77,14.983216356423556,18,1
110.0,23.63,4.655099449851884,6,0
203.0,23.93,8.483075637275387,18,0
456.0,23.67,19.26489226869455,17,0
1286.0,14.98,85.84779706275033,17,2
234.0,19.25,12.155844155844155,11,0
229.0,46.76,4.897348160821215,17,1
843.0,28.17,29.92545260915868,14,3
839.0,16.43,51.06512477175898,17,2
267.0,16.59,16.09403254972875,23,0
492.0,37.4,13.155080213903744,13,1
751.0,26.02,28.86241352805534,16,3
185.0,19.01,9.731720147290899,23,0
358.0,22.87,15.653694796676868,14,0
901.0,33.27,27.081454764051696,19,3
695.0,37.05,18.758434547908234,21,3
228.0,49.32,4.622871046228711,19,1
157.0,9.36,16.773504273504276,4,0
338.0,35.9,9.415041782729805,8,1
697.0,34.0,20.5,6,3
210.0,25.77,8.149010477299186,23,0
322.0,34.91,9.223718132340304,8,1
984.0,44.82,21.954484605087014,23,3
238.0,39.6,6.0101010101010095,4,1
187.0,37.42,4.997327632282202,1,1
249.0,4.68,53.20512820512821,15,2
599.0,46.38,12.915049590340663,20,1
186.0,42.85,4.340723453908985,16,1
787.0,36.31,21.67446984301845,14,3
93.0,22.22,4.185418541854186,9,0
260.0,15.42,16.861219195849547,16,0
1064.0,12.49,85.18815052041633,20,2
214.0,6.55,32.67175572519084,17,0
295.0,46.82,6.300726185390858,18,1
643.0,26.28,24.467275494672755,9,0
59.0,30.98,1.9044544867656552,11,1
612.0,19.38,31.578947368421055,11,0
159.0,42.66,3.7271448663853732,18,1
706.0,37.32,18.917470525187568,20,3
235.0,4.16,56.49038461538461,23,2
570.0,41.84,13.623326959847034,11,1
117.0,4.39,26.651480637813215,19,0
443.0,27.15,16.316758747697975,20,0
1230.0,44.74,27.49217702279839,17,3
97.0,42.0,2.3095238095238093,13,1
863.0,35.7,24.173669467787114,18,3
118.0,21.52,5.4832713754646845,5,0
318.0,35.98,8.838243468593664,4,1
162.0,33.74,4.801422643746295,0,1
843.0,22.47,37.51668891855808,6,3
297.0,23.17,12.818299525248165,8,0
70.0,33.38,2.0970641102456558,16,1
549.0,38.54,14.244940321743643,18,1
90.0,18.7,4.812834224598931,21,0
733.0,44.24,16.56871609403255,11,1
183.0,17.18,10.651920838183935,23,0
105.0,25.92,4.050925925925926,18,0
714.0,25.85,27.62088974854932,13,3
770.0,48.04,16.028309741881767,12,1
350.0,47.43,7.379295804343243,18,1
79.0,21.34,3.7019681349578257,9,0
357.0,32.55,10.967741935483872,19,1
812.0,30.94,26.244343891402714,12,3
448.0,39.34,11.387900355871885,19,1
611.0,19.95,30.626566416040102,18,0
111.0,31.96,3.4730913642052563,9,1
334.0,15.29,21.84434270765206,6,0
839.0,19.94,42.07622868605817,22,3
1366.0,21.74,62.83348666053358,16,3
133.0,33.73,3.943077379187667,19,1
1565.0,21.36,73.26779026217228,18,2
76.0,23.43,3.2437046521553565,18,0
388.0,9.23,42.03683640303358,9,2
593.0,31.15,19.036918138041734,16,1
863.0,49.61,17.39568635355775,19,3
118.0,48.65,2.4254881808838644,14,1
333.0,22.03,15.115751248297775,16,0
253.0,30.36,8.333333333333334,6,1
152.0,17.5,8.685714285714285,17,0
560.0,39.99,14.003500875218805,5,1
250.0,27.26,9.17094644167278,22,0
73.0,6.61,11.043872919818456,17,0
226.0,7.99,28.285356695869837,7,0
129.0,34.33,3.7576463734343144,10,1
373.0,33.0,11.303030303030303,14,1
522.0,20.36,25.638506876227897,17,0
486.0,45.85,10.599781897491821,7,1
243.0,41.16,5.903790087463557,11,1
372.0,21.95,16.94760820045558,23,0
1589.0,31.56,50.34854245880862,18,3
64.0,15.39,4.158544509421702,5,0
200.0,34.38,5.817335660267597,10,1
215.0,21.58,9.962928637627433,9,0
524.0,17.02,30.787309048178614,20,0
240.0,14.94,16.06425702811245,17,0
833.0,17.0,49.0,22,2
388.0,42.2,9.19431279620853,16,1
430.0,27.94,15.390121689334286,11,0
678.0,48.94,13.853698406211688,2,1
490.0,32.9,14.893617021276597,17,1
465.0,10.75,43.25581395348837,14,2
616.0,41.13,14.9769025042548,15,1
191.0,45.34,4.212615791795324,6,1
677.0,27.32,24.780380673499266,14,3
415.0,48.83,8.4988736432521,22,1
248.0,27.51,9.01490367139222,12,1
878.0,42.95,20.442374854481955,7,3
1445.0,42.57,33.94409208362697,17,3
81.0,35.45,2.2849083215796897,11,1
844.0,44.25,19.073446327683616,4,3
301.0,5.5,54.72727272727273,11,2
304.0,46.66,6.515216459494214,17,1
358.0,16.75,21.37313432835821,19,0
944.0,43.97,21.469183534227884,13,3
621.0,6.81,91.18942731277534,17,2
281.0,23.6,11.906779661016948,13,0
101.0,32.85,3.0745814307458144,18,1
101.0,10.67,9.465791940018745,18,0
499.0,39.49,12.636110407698151,15,1
503.0,40.09,12.54676976802195,3,1
157.0,46.64,3.3662092624356776,19,1
455.0,11.18,40.69767441860465,17,2
378.0,34.92,10.824742268041236,16,1
358.0,4.34,82.48847926267281,11,2
482.0,17.27,27.90966994788651,23,0
615.0,49.11,12.522907758094075,20,1
328.0,7.51,43.67509986684421,19,2
902.0,31.37,28.753586228881094,20,3
723.0,14.74,49.05020352781547,9,2
229.0,25.04,9.145367412140576,16,0
132.0,8.45,15.62130177514793,20,0
419.0,16.42,25.517661388550547,12,0
98.0,10.73,9.133271202236719,10,0
486.0,26.43,18.388195232690126,13,0
932.0,24.98,37.30984787830264,22,3
1209.0,38.59,31.32935993780772,16,3
506.0,44.58,11.350381336922387,17,1
636.0,47.34,13.434727503168567,6,1
1142.0,25.14,45.425616547334926,20,3
362.0,42.89,8.440195849848449,10,1
274.0,44.09,6.214561124971649,19,1
952.0,30.46,31.254103742613264,20,3
326.0,32.73,9.960281087687138,19,1
626.0,40.81,15.339377603528547,19,1
443.0,46.93,9.439590880034093,2,1
781.0,38.45,20.312093628088427,10,3
922.0,18.79,49.06865353911655,10,2
327.0,26.3,12.433460076045627,15,0
729.0,9.73,74.92291880781089,13,2
71.0,9.24,7.683982683982684,9,0
63.0,16.42,3.836784409257003,2,0
409.0,12.7,32.20472440944882,14,0
482.0,48.52,9.934047815333882,17,1
413.0,15.54,26.576576576576578,17,0
373.0,5.65,66.01769911504424,11,2
153.0,38.37,3.9874902267396406,10,1
281.0,10.68,26.310861423220974,18,0
906.0,36.39,24.896949711459193,16,3
395.0,26.99,14.63505001852538,18,0
1393.0,21.19,65.738555922605,20,3
946.0,45.22,20.919946926138877,16,3
394.0,40.11,9.822986786337571,15,1
430.0,42.85,10.035005834305718,19,1
629.0,41.71,15.080316470870294,5,1
566.0,28.28,20.014144271570014,21,0
190.0,42.38,4.483246814535158,3,1
258.0,34.32,7.5174825174825175,19,1
251.0,26.4,9.507575757575758,17,0
78.0,32.45,2.4036979969183356,7,1
1251.0,47.05,26.58873538788523,10,3
456.0,20.14,22.641509433962263,9,0
248.0,16.63,14.912808177991582,18,0
158.0,38.86,4.0658775090066905,17,1
580.0,48.09,12.06071948430027,17,1
462.0,42.6,10.84507042253521,13,1
424.0,46.83,9.054025197522956,19,1
357.0,22.29,16.01615074024226,9,0
460.0,17.59,26.151222285389427,7,0
153.0,7.68,19.921875,14,0
352.0,4.91,71.69042769857434,17,2
378.0,47.07,8.030592734225621,10,1
491.0,9.99,49.149149149149146,12,2
688.0,17.67,38.93604980192416,8,2
543.0,17.22,31.53310104529617,10,0
224.0,25.45,8.801571709233793,2,0
346.0,35.3,9.801699716713882,19,1
250.0,41.22,6.06501698204755,18,1
113.0,27.75,4.072072072072072,15,1
473.0,22.47,21.05028927458834,13,0
66.0,35.74,1.8466703973139338,3,1
169.0,8.02,21.072319201995015,18,0
368.0,41.57,8.852537887899928,17,1
167.0,42.69,3.9119231670180374,21,1
318.0,12.06,26.3681592039801,16,0
295.0,18.5,15.945945945945946,5,0
378.0,43.94,8.602639963586709,0,1
252.0,40.65,6.199261992619927,8,1
173.0,35.87,4.822971842765543,16,1
108.0,23.13,4.669260700389105,9,0
221.0,17.73,12.464749012972362,6,0
534.0,34.01,15.701264334019408,20,1
123.0,45.55,2.7003293084522504,18,1
61.0,38.23,1.595605545383207,13,1
522.0,40.66,12.838170191834728,6,1
372.0,36.23,10.267733922163954,17,1
272.0,34.62,7.8567302137492785,18,1
401.0,38.52,10.410176531671858,18,1
516.0,49.6,10.403225806451612,1,1
208.0,15.9,13.081761006289307,0,0
272.0,39.52,6.882591093117409,20,1
55.0,31.32,1.7560664112388251,7,1
386.0,40.13,9.618739097931721,5,1
1048.0,32.75,32.0,11,3
379.0,22.95,16.514161220043572,10,0
340.0,49.42,6.879805746661271,17,1
402.0,21.86,18.38975297346752,21,0
108.0,23.87,4.524507750314202,12,0
1346.0,32.91,40.89942266788211,16,3
485.0,12.04,40.28239202657807,20,2
657.0,28.78,22.828353022932593,16,3
309.0,45.95,6.7247007616974965,11,1
504.0,6.87,73.36244541484716,23,2
236.0,23.9,9.8744769874477,19,0
360.0,49.16,7.323026851098454,9,1
494.0,22.0,22.454545454545453,6,0
221.0,19.74,11.195542046605878,16,0
92.0,12.96,7.098765432098765,9,0
71.0,19.65,3.61323155216285,20,0
155.0,27.75,5.585585585585585,9,1
147.0,31.66,4.643082754264055,20,1
292.0,45.75,6.382513661202186,20,1
1325.0,46.76,28.336184773310524,11,3
460.0,26.17,17.57737867787543,22,0
460.0,13.32,34.53453453453454,17,0
431.0,39.68,10.861895161290322,15,1
681.0,33.14,20.549185274592638,12,3
511.0,15.78,32.38276299112801,10,0
408.0,24.85,16.418511066398388,11,0
576.0,21.16,27.22117202268431,20,0
490.0,46.62,10.51051051051051,22,1
714.0,18.04,39.57871396895787,7,2
187.0,28.6,6.538461538461538,9,1
346.0,22.73,15.222173339199296,17,0
774.0,31.48,24.587039390088947,21,3
425.0,44.61,9.527011880744228,13,1
301.0,22.3,13.497757847533633,10,0
226.0,22.91,9.864687909209952,18,0
1323.0,16.83,78.60962566844921,15,2
775.0,26.84,28.874813710879284,20,3
743.0,43.05,17.259001161440185,20,3
344.0,28.74,11.969380654140572,17,1
278.0,13.38,20.77727952167414,23,0
261.0,22.74,11.477572559366756,19,0
346.0,3.86,89.63730569948187,7,2
411.0,28.41,14.46673706441394,8,1
568.0,34.27,16.574263203968485,23,1
508.0,38.71,13.123223973133557,18,1
189.0,28.07,6.733167082294265,2,1
583.0,38.65,15.084087968952135,6,1
487.0,47.55,10.241850683491062,14,1
70.0,23.05,3.036876355748373,15,0
137.0,34.45,3.9767779390420896,10,1
859.0,24.12,35.61359867330017,16,3
301.0,8.36,36.004784688995215,15,0
822.0,15.6,52.69230769230769,2,2
298.0,43.92,6.785063752276867,14,1
153.0,38.06,4.019968470835523,9,1
78.0,41.97,1.8584703359542531,7,1
877.0,23.38,37.51069289991446,11,3
171.0,19.87,8.605938600905889,14,0
333.0,17.59,18.93121091529278,18,0
313.0,6.02,51.993355481727576,12,2
189.0,48.51,3.896103896103896,19,1
196.0,26.27,7.460982108869433,12,0
275.0,45.14,6.0921577315019935,16,1
300.0,23.77,12.620950778291965,23,0
149.0,20.9,7.1291866028708135,21,0
294.0,28.16,10.440340909090908,17,1
116.0,39.64,2.9263370332996974,21,1
429.0,23.27,18.435754189944134,18,0
372.0,13.21,28.16048448145344,8,0
318.0,10.43,30.48897411313519,16,0
745.0,41.76,17.840038314176248,17,3
110.0,33.94,3.241013553329405,10,1
815.0,14.79,55.10480054090602,10,2
979.0,44.56,21.970377019748653,6,3
475.0,48.09,9.87731337076315,8,1
491.0,37.18,13.206024744486283,22,1
499.0,46.51,10.728875510642872,10,1
284.0,49.32,5.7583130575831305,17,1
410.0,36.65,11.186903137789905,19,1
101.0,20.88,4.837164750957855,17,0
1150.0,38.74,29.68508002065049,18,3
637.0,7.61,83.70565045992116,19,2
261.0,34.09,7.656204165444411,21,1
92.0,14.57,6.314344543582704,14,0
398.0,24.54,16.218418907905463,23,0
143.0,34.66,4.1257934218118875,5,1
714.0,49.6,14.39516129032258,18,1
219.0,45.21,4.844061048440611,20,1
52.0,13.05,3.9846743295019156,20,0
1287.0,18.02,71.42064372918979,16,2
724.0,31.86,22.724419334588827,23,3
1445.0,44.37,32.56704980842912,9,3
536.0,44.49,12.047651157563497,13,1
365.0,5.78,63.14878892733564,18,2
172.0,48.14,3.5729123390112174,19,1
130.0,35.03,3.711104767342278,13,1
107.0,49.54,2.1598708114654825,18,1
389.0,19.93,19.518314099347716,23,0
617.0,24.55,25.132382892057027,8,0
873.0,34.05,25.63876651982379,20,3
325.0,32.93,9.869419981779533,21,1
778.0,12.83,60.63912704598597,14,2
321.0,7.81,41.10115236875801,7,0
310.0,33.63,9.217960154623848,19,1
108.0,49.53,2.180496668685645,20,1
457.0,17.94,25.47380156075808,22,0
1146.0,17.93,63.91522587841607,21,2
187.0,23.31,8.022308022308023,21,0
82.0,45.89,1.786881673567226,21,1
308.0,33.3,9.24924924924925,19,1
300.0,14.21,21.111893033075297,12,0
74.0,25.82,2.865995352439969,6,0
982.0,19.47,50.43656908063688,10,2
324.0,5.32,60.90225563909774,17,2
218.0,16.21,13.448488587291795,13,0
1463.0,22.44,65.19607843137254,13,3
474.0,47.19,10.044500953591863,20,1
708.0,40.74,17.378497790868924,21,3
462.0,31.43,14.699331848552339,15,1
243.0,12.09,20.099255583126553,1,0
362.0,31.09,11.643615310389192,8,1
485.0,13.06,37.136294027565086,21,0
216.0,47.97,4.50281425891182,18,1
278.0,7.71,36.057068741893644,7,0
557.0,15.69,35.500318674314855,17,0
317.0,18.41,17.21890277023357,7,0
866.0,8.94,96.86800894854586,4,2
379.0,16.02,23.65792759051186,1,0
889.0,30.78,28.882391163092915,13,3
149.0,25.96,5.73959938366718,11,0
199.0,33.04,6.023002421307506,15,1
1117.0,14.35,77.8397212543554,10,2
1185.0,38.44,30.827263267429764,6,3
543.0,47.53,11.424363559856932,14,1
66.0,4.19,15.75178997613365,1,0
489.0,25.97,18.829418559876782,17,0
52.0,47.23,1.1009951302138472,15,1
185.0,15.29,12.09941137998692,14,0
63.0,2.72,23.16176470588235,15,0
481.0,24.88,19.332797427652732,19,0
657.0,28.49,23.060723060723063,17,3
309.0,19.42,15.91143151390319,0,0
676.0,29.32,23.05593451568895,8,3
227.0,7.42,30.59299191374663,16,0
230.0,18.09,12.71420674405749,11,0
464.0,16.64,27.884615384615383,21,0
837.0,15.1,55.43046357615894,13,2
148.0,27.86,5.312275664034458,21,1
322.0,33.46,9.623430962343097,1,1
122.0,25.55,4.7749510763209395,10,0
452.0,21.55,20.97447795823666,12,0
140.0,49.05,2.8542303771661572,21,1
523.0,31.84,16.425879396984925,15,1
53.0,5.89,8.998302207130731,14,0
619.0,21.57,28.697264719517847,18,0
373.0,22.17,16.824537663509247,13,0
407.0,9.96,40.86345381526104,18,0
378.0,28.03,13.485551195148055,16,0
568.0,34.46,16.48287869994196,17,1
73.0,23.54,3.101104502973662,14,0
370.0,37.21,9.943563558183284,19,1
1608.0,41.64,38.61671469740634,18,3
135.0,17.64,7.653061224489796,10,0
279.0,37.64,7.412327311370882,20,1
769.0,12.6,61.03174603174603,14,2
349.0,31.24,11.17157490396927,20,1
238.0,27.94,8.518253400143163,11,1
57.0,34.03,1.6749926535409931,19,1
721.0,14.81,48.6833220796759,7,2
169.0,39.59,4.268754736044455,20,1
300.0,32.22,9.31098696461825,22,1
152.0,11.89,12.783851976450798,3,0
83.0,39.33,2.1103483346046277,18,1
228.0,47.13,4.83768300445576,15,1
246.0,28.87,8.520956009698649,14,1
589.0,39.03,15.0909556751217,14,1
130.0,29.04,4.476584022038567,12,1
484.0,49.04,9.869494290375204,6,1
397.0,19.32,20.54865424430642,1,0
58.0,39.71,1.4605892722236211,21,1
411.0,49.73,8.264628996581541,8,1
447.0,7.57,59.04887714663144,17,2
227.0,45.69,4.96826439045743,20,1
124.0,12.02,10.316139767054908,23,0
112.0,30.56,3.6649214659685865,6,1
561.0,24.8,22.620967741935484,18,0
405.0,14.02,28.887303851640514,9,0
381.0,9.55,39.89528795811518,8,0
379.0,10.98,34.517304189435336,19,0
543.0,48.91,11.102024125945615,8,1
188.0,6.88,27.325581395348838,4,0
73.0,37.03,1.9713745611666216,17,1
368.0,34.54,10.654313839027216,15,1
63.0,14.5,4.344827586206897,6,0
940.0,41.11,22.86548285088786,4,3
637.0,32.31,19.715258433921385,10,1
573.0,17.46,32.81786941580756,15,0
152.0,22.71,6.693086745926904,9,0
138.0,12.84,10.74766355140187,15,0
174.0,48.9,3.558282208588957,7,1
109.0,42.39,2.5713611700872847,17,1
472.0,40.95,11.526251526251526,22,1
924.0,24.41,37.85333879557558,10,3
1340.0,16.38,81.80708180708181,17,2
191.0,35.8,5.335195530726257,20,1
900.0,40.56,22.189349112426033,22,3
390.0,7.77,50.1930501930502,21,2
125.0,11.85,10.548523206751055,15,0
557.0,22.26,25.022461814914642,0,0
146.0,18.89,7.728957120169402,21,0
180.0,27.25,6.605504587155964,0,1
1461.0,41.89,34.87705896395321,12,3
174.0,8.04,21.64179104477612,18,0
520.0,21.7,23.963133640552996,22,0
1004.0,47.26,21.244181125687685,11,3
374.0,7.45,50.20134228187919,11,2
697.0,15.72,44.338422391857506,21,2
433.0,25.36,17.074132492113566,16,0
247.0,17.51,14.106225014277554,19,0
445.0,24.69,18.02349129202106,18,0
673.0,13.21,50.94625283875851,19,2
817.0,22.23,36.75213675213675,12,3
224.0,15.97,14.026299311208515,18,0
